,content,score,thumbsUpCount,reviewCreatedVersion,at,kota,clean_content,sentiment_score,sentiment
166,Sangat membantu..setiap urusan lebih praktis,5,0,4.99.1,2024-10-30 23:55:34,Jakarta Pusat,membantusetiap urus praktis,4,positive
167,Bisa lebih sat sat kemanapun tujuan saya tanpa ribet,5,0,4.94.2,2024-10-30 23:50:06,Jakarta Timur,mana tuju ribet,-1,negative
168,gabisa beli rokok,1,0,5.0.0,2024-10-30 23:42:06,Jakarta Selatan,beli rokok,-1,negative
169,Mantap,5,0,4.99.1,2024-10-30 23:40:49,Jakarta Timur,mantap,5,positive
170,Mantap...sangat membantu,5,0,4.94.2,2024-10-30 23:38:26,Jakarta Selatan,mantapsangat bantu,3,positive
171,Jelek selalu susah dapet driver,1,0,Unknown,2024-10-30 23:26:40,Jakarta Timur,jelek susah dapet driver,-6,negative
172,cepat merespon pelanggan 👍,5,0,4.99.1,2024-10-30 23:22:55,Jakarta Timur,cepat merespon langgan,8,positive
173,Aplikasi terparah sistem parah driver pun parah denpasar,1,185,4.99.1,2024-10-30 23:03:43,Jakarta Barat,aplikasi parah sistem parah driver parah denpasar,-23,negative
174,jika gojek tidak memperbaiki sistem mapsnya maka saya akan menguninstall gojek,3,0,Unknown,2024-10-30 22:58:20,Jakarta Utara,gojek baik sistem mapsnya menguninstall gojek,-1,negative
175,Mantab,5,0,Unknown,2024-10-30 22:52:58,Jakarta Selatan,mantap,5,positive
176,Guuud,5,0,Unknown,2024-10-30 22:27:11,Jakarta Utara,guuud,0,neutral
177,Gampang klo mau pergi pergi ada jasa gojek Ama gocar,5,0,4.99.1,2024-10-30 21:32:54,Jakarta Selatan,gampang pergi pergi jasa gojek gocar,10,positive
178,Ok,5,0,Unknown,2024-10-30 20:37:38,Jakarta Selatan,ok,4,positive
179,Sangat puas pakai aplikasi ini👍,5,0,4.63.2,2024-10-30 20:31:07,Jakarta Barat,puas pakai aplikasi,-1,negative
180,Sangat membantu,5,0,4.98.1,2024-10-30 18:13:15,Jakarta Utara,bantu,3,positive
181,Ok,5,0,Unknown,2024-10-30 17:52:20,Jakarta Selatan,ok,4,positive
182,Bagus,5,0,4.99.1,2024-10-30 17:50:00,Jakarta Selatan,bagus,2,positive
183,"waktu nau pesan buah di gomart,ternyata buahnya habis,padahal kurir udh nyampe di marketnya,alhasil jadi bayar 2× lipat,gajelas babget dh",1,0,4.94.2,2024-10-30 17:41:54,Jakarta Barat,nau pesan buah gomartternyata buah habispadahal kurir marketnyaalhasil bayar lipatgajelas babget,7,positive
184,ajg,1,0,4.99.1,2024-10-30 17:13:12,Jakarta Timur,ajg,0,neutral
185,Lumayan bagus,3,0,4.89.1,2024-10-30 17:07:07,Jakarta Utara,lumayan bagus,3,positive
186,Baik cpat,5,0,4.99.1,2024-10-30 17:03:51,Jakarta Barat,cpat,0,neutral
187,"Ga bisa kasih solusi, ribet lu ah.. Ga bisa bantu buat ganti metode pembayaran",2,3,4.99.1,2024-10-30 17:02:49,Jakarta Timur,kasih solusi ribet ah bantu ganti metode bayar,3,positive
188,BANYAK DRIVER GOJEK PAKAI 2 SAMPAI 3 AKUN GOJEK.... TOLONG DITINDAK.....,1,0,4.93.1,2024-10-30 16:57:40,Jakarta Barat,driver gojek pakai akun gojek tolong tindak,3,positive
189,Mantap,5,0,4.99.1,2024-10-30 16:43:12,Jakarta Barat,mantap,5,positive
190,Senang dengan aplikasi ini,5,0,4.99.1,2024-10-30 16:18:01,Jakarta Barat,senang aplikasi,1,positive
191,good job...,5,0,Unknown,2024-10-30 16:16:28,Jakarta Selatan,good job,5,positive
192,apk tidak bagus,1,0,4.94.2,2024-10-30 16:08:12,Jakarta Selatan,apk bagus,2,positive
193,"penanganan masalah dari CS cepat di tanggapi dan di respon dengan baik, saya suka, terimakasih❤️",5,0,4.99.1,2024-10-30 16:06:02,Jakarta Pusat,tangan cs cepat tanggap respon suka terimakasih,17,positive
194,Bagus,5,0,4.99.1,2024-10-30 15:49:13,Jakarta Pusat,bagus,2,positive
195,MANA KATANYA KALO BELI ATAS 10.000 DAPAT CHASBACK 90% TAPI KOK GK DAPET DAPET,4,0,Unknown,2024-10-30 15:47:25,Jakarta Barat,beli chasback dapet dapet,6,positive
196,Memudahkan dalam transportasi 🙏👍,5,0,4.99.1,2024-10-30 15:44:12,Jakarta Utara,mudah transportasi,4,positive
197,Terbang,5,0,4.99.1,2024-10-30 15:33:01,Jakarta Selatan,terbang,0,neutral
198,"Sangat membantu, aplikasi yg the best.",5,0,4.99.1,2024-10-30 15:06:20,Jakarta Selatan,bantu aplikasi the best,-1,negative
199,"Amazing,sopir ramah,mobil wangi",4,0,4.99.1,2024-10-30 15:04:09,Jakarta Pusat,amazingsopir ramahmobil wangi,4,positive
200,Lumayan,5,0,4.99.1,2024-10-30 14:57:57,Jakarta Timur,lumayan,1,positive
201,aplikasi yg berguna bgt,5,0,Unknown,2024-10-30 14:55:28,Jakarta Timur,aplikasi guna banget,-2,negative
202,Good,5,0,4.99.1,2024-10-30 14:48:29,Jakarta Selatan,good,5,positive
203,Sangat bermanfaat untuk semua orang,5,0,4.99.1,2024-10-30 14:40:52,Jakarta Utara,manfaat orang,5,positive
204,Semoga cepat pailit jek. Biar drivernya pindah apk lain,1,0,Unknown,2024-10-30 14:27:42,Jakarta Barat,moga cepat pelit jek biar drivernya pindah apk,10,positive
205,App yg bagus,5,0,4.99.1,2024-10-30 14:22:57,Jakarta Barat,app bagus,2,positive
206,Cepat dan tepat,5,0,4.99.1,2024-10-30 14:20:59,Jakarta Barat,cepat,3,positive
207,Alhamdulillah selama kerja di GoJek jadi driver ada2 saja rejeki. Semoga kedepannya bisa banyak orderan,5,0,4.98.1,2024-10-30 14:17:59,Jakarta Barat,alhamdulillah kerja gojek driver rejeki moga depan order,12,positive
208,"Bingung sekarang klo pulang sekolah rutenya malah ngejauhin biasanya lewat dalam dgn harga 13k terus eh sekarang rutenya lewat pantura, udh gitu bayarnya mahal 18k. Tolong di perbaiki",2,0,Unknown,2024-10-30 14:17:08,Jakarta Selatan,bingung pulang sekolah rute ngejauhin harga k eh rute pantura bayar mahal k tolong baik,18,positive
209,Kalou misal nya saya order bayar nya bisa tunai gk maap pemula,5,0,4.99.1,2024-10-30 14:15:45,Jakarta Barat,kalou nya order bayar nya tunai maap mula,-2,negative
210,"Gila bgt mau mesen makanan aja disini harga makanan cuma 14rb gara² ongkir jadi 48rb. Hadeuh hadeuh, ngotak dikit dong, jngan menyulitkan orang cuma buat mesen makan doang. Fak!",1,0,4.99.1,2024-10-30 14:12:10,Jakarta Barat,gila banget mesen makan harga makan rb gara ongkir rb hadeuh hadeuh ngotak jngan sulit orang mesen makan fak,6,positive
211,wadaw..driver kagak ada yang mau..padahal udah disiapain tips cash money 1x ongkos diaplikasi... dah berapa kali yg dicancel ..hahahhaha,1,0,4.99.1,2024-10-30 14:06:26,Jakarta Pusat,wadawdriver maupadahal disiapain tips cash uang x ongkos aplikasi kali dicancel hahahhaha,2,positive
212,"Gofood nya lama banget harus tunggu dapat driver, makanan baru di masak. Padahal pakai pengiriman express, tetapi tetap tidak sesuai estimasi waktu. Pakai pengiriman express serasa pengiriman hemat. 👎",1,4,5.0.0,2024-10-30 14:02:12,Jakarta Timur,gofood nya banget tunggu driver makan masak pakai kirim express sesuai estimasi pakai kirim express serasa kirim hemat,18,positive
213,Onde mande ranca bano Emboh gak mudeng wkwkwk,5,0,Unknown,2024-10-30 13:56:15,Jakarta Barat,onde mande ranca bano emboh mudeng wkwkwk,3,positive
214,ngiklan mulu,1,0,4.13.1,2024-10-30 13:51:41,Jakarta Timur,ngiklan mulu,2,positive
215,Sangat membantu,4,0,Unknown,2024-10-30 13:50:21,Jakarta Timur,bantu,3,positive
216,Top markotop,5,0,4.99.1,2024-10-30 13:45:18,Jakarta Utara,top markotop,5,positive
217,apk selalu bermasalah ada saja bug ntah voucher terus masalah top up gopay yg suka lama masuk nya lawak,1,0,4.94.2,2024-10-30 13:42:10,Jakarta Utara,apk masalah bug ntah voucher top up gopay suka masuk nya lawak,4,positive
218,Sangat membantu,5,0,Unknown,2024-10-30 13:41:06,Jakarta Selatan,bantu,3,positive
219,Msih bnyak driver yg minta cansel dg alsan trlalu jauh,3,0,4.99.1,2024-10-30 13:41:03,Jakarta Pusat,bnyak driver cansel alsan,0,neutral
220,"Pelanggan pesan makanan reguler, tapi dapat driver goceng. Ini nakalnya gojek. Jadi, seharusnya driver reguler dapat orderan, orderan reguler dikasihkan ke driver goceng. Ini nakalnya gojek. Makanya driver gojek reguler banyak yang sambat, lah pelanggan pesan reguler, pesanannya dikasihkan ke driver goceng.",1,0,Unknown,2024-10-30 13:34:15,Jakarta Timur,langgan pesan makan reguler driver ribu nakal gojek driver reguler order order reguler kasih driver ribu nakal gojek driver gojek reguler sambat langgan pesan reguler pesan kasih driver ribu,2,positive
221,"Aplikasi GO-JEK ini sudah cukup membantu untuk apa saja , namun ada 1 hal yang bikin males kode promo nya terlalu kecil masa potongan harga cuma 1,500 rb naikin lah masa potongan harga cuma segitu sihhhhh",5,0,Unknown,2024-10-30 13:33:01,Jakarta Timur,aplikasi gojek bantu bikin malas kode promo nya potong harga rb naikin potong harga segitu sihhhhh,-6,negative
222,Saya sudah bayar tagihan! dan masih tertera jatuh tempo sudah minta bantuan tpi tindak lanjutny sampai skrg tdk ada kejelasannya! Penipu!!!,1,0,Unknown,2024-10-30 13:25:35,Jakarta Selatan,bayar tagih tera jatuh tempo bantu tindak lanjutny jelas tipu,4,positive
223,☺️,5,0,4.98.1,2024-10-30 13:16:32,Jakarta Utara,,0,neutral
224,"tolong diperbarui lagi pesanan saya gabisa dibatalkan,kenapa bisa begini",1,84,4.92.1,2024-10-30 13:16:31,Jakarta Selatan,tolong baru pesan dibatalkankenapa,5,positive
225,Good,5,0,4.98.1,2024-10-30 13:01:49,Jakarta Utara,good,5,positive
226,Kadang error,5,0,4.94.2,2024-10-30 12:59:28,Jakarta Selatan,kadang error,-2,negative
227,Ngeri kali biaya layanan nya 😂 semakin mahal auto uninstall la,2,2,4.99.1,2024-10-30 12:52:46,Jakarta Utara,ngeri kali biaya layan nya mahal auto uninstall la,-1,negative
228,Good,5,0,4.98.1,2024-10-30 12:50:24,Jakarta Barat,good,5,positive
229,"Maps sering banget ngaco. Kadang diputer-puter jauh banget. Kadang jalan yang dipake juga gak umum dilewatin. Intinya muter-muter gak jelas biar keliatan makin jauh. Kasian drivernya kejauhan, pusing nyari jalan. Buat konsumen jadi lebih makan waktu lama untuk sampai atau terima barang",2,0,Unknown,2024-10-30 12:48:07,Jakarta Barat,maps banget ngaco kadang diputerputer banget kadang jalan pakai dilewatin inti mutermuter biar kasihan drivernya jauh pusing nyari jalan konsumen makan terima barang,6,positive
230,Good aplikasi,5,0,4.94.2,2024-10-30 12:47:46,Jakarta Utara,good aplikasi,1,positive
231,yuhuuuu,5,0,4.99.1,2024-10-30 12:46:53,Jakarta Utara,yuhuuuu,0,neutral
232,Sangat membatu buat sehari2,5,0,4.93.1,2024-10-30 12:45:50,Jakarta Selatan,batu hari,2,positive
233,Sejauh ini good bgt sí krna sllu dpt bapak2 trus😂 gw kgknilai apk nya tapi dari abang2 driver nya semangat truss💪💪,5,0,4.99.1,2024-10-30 12:44:37,Jakarta Timur,good banget s sllu kgknilai apk nya abang driver nya semangat truss,10,positive
234,Mantab bagusss terus ditingkatkan lagi,5,1,4.99.1,2024-10-30 12:43:19,Jakarta Pusat,mantap bagusss tingkat,6,positive
235,Aplikasinya sangat membantu disaat butuh alat transfortasi.. di daerah macet.. malas nyetir sendiri..,5,4,4.99.1,2024-10-30 12:36:35,Jakarta Timur,aplikasi bantu saat butuh alat transfortasi daerah macet malas nyetir,-10,negative
236,okeh,5,0,4.52.2,2024-10-30 12:28:38,Jakarta Barat,okeh,0,neutral
237,"Ada fitur cari riwayat Driver ga sih? Soalnya sering kepencet keluar aplikasi, pdhl belum sempat kasih rating k Driver nya. Gak enak sama Driver nya, udah jauh"" nganter order an tapi gak d kasih rating",5,0,4.99.1,2024-10-30 12:23:11,Jakarta Selatan,fitur cari riwayat driver sih pencet aplikasi kasih rating k driver nya enak driver nya antar order an d kasih rating,0,neutral
238,Okay,5,0,5.0.0,2024-10-30 12:17:44,Jakarta Selatan,okay,4,positive
239,no caption,4,0,4.99.1,2024-10-30 12:11:23,Jakarta Utara,nomor caption,0,neutral
240,Cakep bening glowing silau...,5,0,5.0.0,2024-10-30 12:08:34,Jakarta Timur,cakep bening glowing silau,1,positive
241,Goofood molor bgt...pesanan tuh gk ush di gabung gabung...ini udh laper banget...malah driver lagi nganter pesanan yg searah..pesanan saya sampe lokasi udh dingin...tolol bgt bikin kesel..,1,0,4.99.1,2024-10-30 11:58:09,Jakarta Timur,goofood molor bgtpesanan tuh ush gabung gabungini lapar bangetmalah driver antar pesan searahpesanan lokasi dingintolol banget bikin kesel,-12,negative
242,memuaskan pelanggan,5,0,4.99.1,2024-10-30 11:53:19,Jakarta Timur,muas langgan,7,positive
243,"Saran aja buat aplikasi, buat sistem dimana resto yang mengkonfirmasi makanan sudah jadi biar tidak lama menunggu",2,0,4.93.1,2024-10-30 11:48:46,Jakarta Utara,saran aplikasi sistem mana resto konfirmasi makan biar tunggu,0,neutral
244,tidak ada penalti driver seenaknya PHP penumpang,1,0,4.99.1,2024-10-30 11:46:09,Jakarta Pusat,penalti driver php tumpang,-4,negative
245,nice,5,0,4.99.1,2024-10-30 11:38:57,Jakarta Utara,nice,4,positive
246,Udah oderan sepi yah masa slot 5000 ya udah sama aja bunuh daever,1,0,4.97.1,2024-10-30 11:27:40,Jakarta Selatan,oderan sepi yah slot ya bunuh daever,-4,negative
247,Good,5,0,4.99.1,2024-10-30 11:23:24,Jakarta Pusat,good,5,positive
248,Nyari driver lama banget,1,0,4.98.1,2024-10-30 11:20:43,Jakarta Utara,nyari driver banget,-1,negative
249,mantull,5,0,4.75.1,2024-10-30 11:19:26,Jakarta Pusat,mantull,0,neutral
250,Tolong lah untuk Gofood ada menu pembatalann makanannya jangan terlalu cepat... Lagian gak langsung di masakin kan... Atau ada menu edit menu setelah pesan...,5,246,4.99.1,2024-10-30 10:54:58,Jakarta Barat,tolong gofood menu pembatalann makan cepat langsung masakin menu edit menu pesan,12,positive
251,"Aplikasi sangat membantu,tanks gojek",5,2,4.99.1,2024-10-30 10:54:43,Jakarta Barat,aplikasi membantutanks gojek,-4,negative
252,Mantap,5,0,4.99.1,2024-10-30 10:52:25,Jakarta Utara,mantap,5,positive
253,mantapp,5,0,Unknown,2024-10-30 10:49:51,Jakarta Selatan,mantapp,0,neutral
254,Mantap,5,0,4.99.1,2024-10-30 10:49:43,Jakarta Timur,mantap,5,positive
255,membantu sekali disaat lagi mager dan males ke luar,5,0,Unknown,2024-10-30 10:46:55,Jakarta Utara,bantu saat mager malas,-5,negative
256,Jelek dan buruk,1,2,Unknown,2024-10-30 10:38:39,Jakarta Timur,jelek buruk,-10,negative
257,"Sungguh aneh ini gopay later...saya mau byr full malah ga bisa, sepertinya saya mau di arahkan ke cicilan...hati2 guys klo bisa jgn pake gopay later",1,6,5.0.1,2024-10-30 10:34:04,Jakarta Pusat,sungguh aneh gopay latersaya bayar full arah cicilanhati guys pakai gopay later,11,positive
258,iklsn kan banyak 2,1,0,Unknown,2024-10-30 10:33:31,Jakarta Pusat,iklsn,0,neutral
259,"Penitikan lokasi mudah dan lengkap, pengiriman atau pelayanan termasuk cepat dan tersedia banyak fitur. Saran untuk meningkatkan keamanan dan kelancaran aplikasi serta kenyamanan untuk semua pihak Terimakasih",4,1,4.99.1,2024-10-30 10:32:59,Jakarta Selatan,peniti lokasi mudah lengkap kirim layan cepat sedia fitur saran tingkat aman lancar aplikasi nyaman terimakasih,23,positive
260,""" Aplikasi sering error jd sulit utk dicek "" Aplikasi wajib di update , jika tidak , aplikasi di tutup. Ini nama nya aplikasi bujang yg arogan. Ongkos jarak dekat naik, biasanya Rp 8000 sekrang jd Rp 8500. Parah",1,17,4.97.1,2024-10-30 10:30:19,Jakarta Utara,aplikasi error sulit cek aplikasi wajib update aplikasi tutup nama nya aplikasi bujang arogan ongkos jarak rupiah sekrang rupiah parah,-27,negative
261,fitur gofod luaaaamaaaa banget,1,0,Unknown,2024-10-30 10:29:03,Jakarta Barat,fitur gofod luaaaamaaaa banget,1,positive
262,"Udah 2 kali pesen gocar, udah stengah perjalanan menuju lokasi jemput si driver bilang lagi bawa penumpang dan minta dibatalkan, padahal lagi buru buru, kalo ga bisa kenapa ga bilang dari awal gitu loh, terus saya ga ngerti ko bisa ya nerima orderan padahal lagi bawa penumpang, padahal baru 2x loh kaya gini tapi udah bikin saya ragu buat pesen gocar lagi, takut kaya gitu lagi, udah ditunggu2 malah minta cancel",4,0,4.94.2,2024-10-30 10:23:38,Jakarta Pusat,kali pesan gocar jalan lokasi jemput si driver bilang bawa tumpang batal buru buru bilang loh ngerti ko ya nerima order bawa tumpang x loh kaya bikin ragu pesan gocar takut kaya tunggu cancel,11,positive
263,"Kami ucapkan banyak terimakasih sangat terbantu sekali, makanan, dan perjalanan, anak kami semua dari TK sampai sekarang kuliah dua2nya dengan gocar, tapi ada tapinya seringkali dapat driver tukar orang lain yang datang jemput beda dengan yang terdaftar di aplikasinya, mohon di evaluasi sebab kami orang tua sangat risau, terimakasih.",5,0,Unknown,2024-10-30 10:23:08,Jakarta Utara,ucap terimakasih bantu makan jalan anak tk kuliah dua gocar tapi seringkali driver tukar orang jemput beda daftar aplikasi mohon evaluasi orang tua risau terimakasih,5,positive
264,sangat mengecewakan mau mesan susah banget eror mulu,1,0,4.99.1,2024-10-30 10:16:23,Jakarta Timur,kecewa mesan susah banget eror mulu,-4,negative
265,Bagus,5,0,4.4.1,2024-10-30 10:14:28,Jakarta Utara,bagus,2,positive
266,"Mau bayar tagihan malah suruh update mulu aplikasi sudah terbaru woy,, trs mau diupdate gmn lagi",3,0,5.0.0,2024-10-30 10:13:23,Jakarta Pusat,bayar tagih suruh update mulu aplikasi baru woy diupdate,-6,negative
267,Banyak vouchernya,5,0,4.99.1,2024-10-30 10:01:30,Jakarta Utara,vouchernya,0,neutral
268,Kacau ga ada yang ambil driver nya,2,0,Unknown,2024-10-30 10:01:08,Jakarta Pusat,kacau ambil driver nya,-5,negative
269,Puasa,5,0,4.99.1,2024-10-30 09:53:21,Jakarta Utara,puasa,-2,negative
270,"Bagus, praktis, hemat",5,0,5.0.0,2024-10-30 09:50:04,Jakarta Selatan,bagus praktis hemat,10,positive
271,semenjak ad aplikasi Gojek.mempermudah berpergian.aman dan pak driver ramah2.semangat trs pak driver.semangat💪💪💪,5,0,4.99.1,2024-10-30 09:49:53,Jakarta Barat,semenjak aplikasi gojekmempermudah berpergianaman driver ramahsemangat driversemangat,-4,negative
272,Begitu lama mendapatkan driver Terlalu lama untuk pesanan Kita memerlukan waktu satu jam untuk makan Dan terkadang tidak bisa di cancel mohon di perbaiki,1,1,4.99.1,2024-10-30 09:42:13,Jakarta Utara,driver pesan jam makan terkadang cancel mohon baik,11,positive
273,Promonya banyakin lagi yaaaa,5,0,4.99.1,2024-10-30 09:39:27,Jakarta Barat,promonya banyakin yaaaa,1,positive
274,Koq susah mau bayar paylaternya,5,0,Unknown,2024-10-30 09:39:11,Jakarta Utara,koq susah bayar paylaternya,-2,negative
275,Oke,5,0,4.99.1,2024-10-30 09:29:38,Jakarta Timur,oke,2,positive
276,penjeputan terlalu jauh,2,0,Unknown,2024-10-30 09:26:19,Jakarta Pusat,jeput,-3,negative
277,Good,4,0,4.99.1,2024-10-30 09:15:14,Jakarta Timur,good,5,positive
278,Bagus,5,0,5.0.0,2024-10-30 09:03:34,Jakarta Selatan,bagus,2,positive
279,"Cuma gojek yang bisa jadi teman perjalanan. Drivernya juga baik-baik, cuma sayang bgt tadi saya nemu satu Driver yang aduh, tolong diperhatikan lagi ya Drivernya",4,1,4.99.1,2024-10-30 09:02:32,Jakarta Barat,gojek teman jalan drivernya baikbaik sayang banget temu driver aduh tolong perhati ya drivernya,14,positive
280,"ini gimana ya saya sudah verifikasi lewat sms/wa. tapi harus maksa minta otp ke email, sedangkan email saya lupa pasword. harusnya developer memikirkan hal ini!",1,0,4.99.1,2024-10-30 08:55:27,Jakarta Barat,ya verifikasi smswa maksa otp email email lupa pasword developer pikir,1,positive
281,"masa dalam 1 hari aku pesan 6 kali di tolak, alasan mereka karna jarak nya jauh, bayangkannn 6 kalii lohh!! padahal jarak nya cumaa 7 menit",1,0,4.99.1,2024-10-30 08:51:48,Jakarta Barat,pesan kali tolak alas jarak nya bayangkannn kali lohh jarak nya cumaa menit,4,positive
282,proses transaksi token listrik lama banget,1,0,4.98.1,2024-10-30 08:49:05,Jakarta Pusat,proses transaksi token listrik banget,6,positive
283,Terimakasih sehat semua buat para driver ojol,5,0,4.99.1,2024-10-30 08:39:31,Jakarta Barat,terimakasih sehat driver ojol,9,positive
284,"Kecewa orderan minta diprioritaskan agar tidak nunggu lama, padahal aku pilih itu walau ongkir nya mahal tapi malah digabung dgn orderan lain nya, dan jadi yg terakhir dianterin, parah kecewa sih krn nunggu kelamaan mana terakhir pula itu. Klo gini ceritanya nya, udh malas mesan gofood lagi",1,0,4.88.1,2024-10-30 08:38:18,Jakarta Utara,kecewa order prioritas nunggu pilih ongkir nya mahal gabung order nya dianterin parah kecewa sih nunggu cerita nya malas mesan gofood,-11,negative
285,gojekk kenapa sii promonyaa cuma buat yang ngutang...,3,0,4.99.1,2024-10-30 08:36:47,Jakarta Pusat,gojekk sii promonyaa hutang,-5,negative
286,"Mengecewakan saya ingin menghapus akun saya dari aplikasi ini namun tidak bisa, selalu di suruh menunggu tolong dong sampai kapan ini, saya mau hapus akun saya nih kenapa ga bisa padahal di pilihannya terdapat tuh tulisan hapus akun secara permanen, tolong dong tindak lanjutinya gimana ini",2,3,5.0.1,2024-10-30 08:35:32,Jakarta Barat,kecewa hapus akun aplikasi suruh tunggu tolong hapus akun nih pilih tuh tulis hapus akun permanen tolong tindak lanjut,-5,negative
